name,age,country,policytype,policytier,sumsssured,smokerdrinker,numdiseases,diseases,annualpremium,priceofvehicle,ageofvehicle,typeofvehicle,propertyvalue,propertyage,propertytype,propertysize,destinationcountry,tripdurationdays,existingmedicalcondition,healthcoverage,baggagecoverage,tripcancellationcoverage,accidentcoverage,trippremium
Frank Robinson,44,India,Life,Premium,5562999,Yes,0,None,63974,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Helen Chen,57,India,Life,Premium,5013428,No,0,None,57654,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Jessica Riggs DDS,41,India,Life,Premium,5940462,No,2,"Asthma, Heart Condition",86136,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Jeffrey Washington,60,India,Life,Premium,5920598,Yes,0,None,71047,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Autumn Valdez,37,India,Life,Premium,5101589,No,1,Hypertension,66320,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Alyssa Aguilar,29,India,Life,Premium,5749245,Yes,2,"Thyroid, Hypertension",80489,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
John Singleton,32,India,Life,Premium,5176881,Yes,0,None,54357,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Molly Murray,37,India,Life,Premium,5850337,Yes,2,"Asthma, Heart Condition",81904,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Kendra Hamilton,53,India,Life,Premium,5300556,No,3,"Heart Condition, Asthma, Diabetes",79508,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mary Cruz,56,India,Life,Premium,5956007,Yes,2,"Diabetes, Asthma",92318,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Kathy Duran,33,India,Life,Premium,5080809,No,3,"Thyroid, Asthma, Diabetes",68590,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Tammy Donaldson,20,India,Life,Premium,5204783,No,2,"Hypertension, Diabetes",70264,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Alfred Bailey,57,India,Life,Premium,5511480,No,0,None,63382,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Angelica Brown,49,India,Life,Premium,5417102,No,0,None,59588,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Cynthia Roman,55,India,Life,Premium,5269693,Yes,3,"Heart Condition, Diabetes, Thyroid",81680,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Tara FerNaNdez,54,India,Life,Premium,5313387,Yes,2,"Diabetes, Heart Condition",82357,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Oscar White,51,India,Life,Premium,5578885,No,1,Thyroid,80893,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Scott Brown,34,India,Life,Premium,5022358,No,3,"Hypertension, Thyroid, Asthma",67801,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Rebecca Cunningham,22,India,Life,Premium,5218481,No,3,"Hypertension, Heart Condition, Thyroid",70449,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mary Newman,37,India,Life,Premium,5675725,Yes,0,None,59595,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Marissa Jones,21,India,Life,Premium,5296871,Yes,0,None,55617,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Laura Anderson,35,India,Life,Premium,5795674,Yes,2,"Thyroid, Hypertension",81139,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Robert Keller,33,India,Life,Premium,5106482,No,1,Heart Condition,66384,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Gerald Alvarez,39,India,Life,Premium,5273364,Yes,0,None,55370,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Peter Bailey,18,India,Life,Premium,5150339,No,4,"Hypertension, Diabetes, Heart Condition, Asthma",69529,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Kristen Jones,59,India,Life,Premium,5169666,No,2,"Thyroid, Hypertension",77544,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
David Nguyen,23,India,Life,Premium,5041852,Yes,2,"Thyroid, Hypertension",70585,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Brian Murphy,20,India,Life,Premium,5079892,No,1,Hypertension,66038,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Nathaniel Bentley,59,India,Life,Premium,5315321,Yes,0,None,63783,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Randall Ferguson,37,India,Life,Premium,5462667,No,0,None,54626,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Jesus Roman,42,India,Life,Premium,5123607,No,3,"Diabetes, Heart Condition, Asthma",74292,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Heidi Green,57,India,Life,Premium,5416732,No,2,"Diabetes, Asthma",81250,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Chelsea Conley,39,India,Life,Premium,5894555,No,2,"Diabetes, Hypertension",79576,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Julie Gray,22,India,Life,Premium,5945093,Yes,3,"Diabetes, Asthma, Thyroid",83231,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaNcy Fisher,34,India,Life,Premium,5506807,Yes,0,None,57821,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Rachel Alexander,29,India,Life,Premium,5837215,No,3,"Asthma, Thyroid, Hypertension",78802,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Christopher Frye,50,India,Life,Premium,5997925,Yes,0,None,68976,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Laurie Bennett,43,India,Life,Premium,5992557,No,2,"Hypertension, Diabetes",86892,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Carol Walker,31,India,Life,Premium,5536386,No,0,None,55363,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sean Mayo,45,India,Life,Premium,5755261,Yes,0,None,66185,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Ethan Fields,42,India,Life,Premium,5804675,No,2,"Thyroid, Hypertension",84167,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Austin Pitts,56,India,Life,Premium,5893119,Yes,2,"Diabetes, Thyroid",91343,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Amanda Perez,30,India,Life,Premium,5033414,No,4,"Asthma, Hypertension, Thyroid, Diabetes",67951,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Makayla Mullen,50,India,Life,Premium,5318794,Yes,4,"Diabetes, Asthma, Thyroid, Hypertension",79781,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Laura Ray,53,India,Life,Premium,5198285,Yes,0,None,62379,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Jacob Mack,59,India,Life,Premium,5972822,Yes,0,None,71673,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Robert Calderon,41,India,Life,Premium,5449097,Yes,3,"Heart Condition, Hypertension, Asthma",81736,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mary Turner,36,India,Life,Premium,5117989,Yes,0,None,53738,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Patty White,35,India,Life,Premium,5077791,Yes,2,"Asthma, Diabetes",71089,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Julia Thompson,40,India,Life,Premium,5211873,No,4,"Asthma, Diabetes, Heart Condition, Hypertension",75572,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Brian Cordova,24,India,Life,Premium,5682587,Yes,0,None,59667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
James Jones,49,India,Life,Premium,5132239,No,1,Diabetes,71851,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Stephen Hall,51,India,Life,Premium,5653266,No,0,None,65012,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Michelle Floyd,54,India,Life,Premium,5060813,Yes,4,"Thyroid, Heart Condition, Hypertension, Asthma",78442,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Patricia Villa,52,India,Life,Premium,5259127,Yes,0,None,63109,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mary Smith,46,India,Life,Premium,5091796,Yes,4,"Asthma, Diabetes, Hypertension, Thyroid",76376,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Lacey Riley,47,India,Life,Premium,5076872,Yes,0,None,58384,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Maureen Baker,55,India,Life,Premium,5366822,No,0,None,61718,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Tammy Rodriguez,59,India,Life,Premium,5024867,Yes,1,Thyroid,75373,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Thomas Griffin,20,India,Life,Premium,5630567,No,1,Heart Condition,73197,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Shelby Adkins,23,India,Life,Premium,5364894,Yes,3,"Diabetes, Heart Condition, Hypertension",75108,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Virginia Mcfarland,32,India,Life,Premium,5736637,Yes,3,"Heart Condition, Diabetes, Thyroid",80312,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
James Lee,30,India,Life,Premium,5425260,No,3,"Thyroid, Hypertension, Asthma",73241,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Cory Salinas,33,India,Life,Premium,5754193,Yes,2,"Hypertension, Thyroid",80558,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Tyler Barnes,47,India,Life,Premium,5937723,Yes,3,"Diabetes, Heart Condition, Hypertension",89065,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Melanie Blake,31,India,Life,Premium,5533720,Yes,1,Hypertension,74705,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Michael Contreras,25,India,Life,Premium,5952779,Yes,4,"Thyroid, Hypertension, Asthma, Diabetes",83338,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Stephanie Roberts,24,India,Life,Premium,5061146,Yes,4,"Heart Condition, Hypertension, Thyroid, Asthma",70856,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Kimberly Richardson,38,India,Life,Premium,5009430,No,2,"Asthma, Hypertension",67627,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Alexander Kim,43,India,Life,Premium,5454518,Yes,1,Diabetes,79090,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Samuel Bennett,30,India,Life,Premium,5275297,Yes,4,"Diabetes, Hypertension, Heart Condition, Asthma",73854,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Brenda Chen,29,India,Life,Premium,5159206,Yes,3,"Asthma, Diabetes, Thyroid",72228,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Barbara Blake,37,India,Life,Premium,5042468,Yes,4,"Thyroid, Heart Condition, Hypertension, Diabetes",70594,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Henry Parker,33,India,Life,Premium,5932866,Yes,3,"Thyroid, Heart Condition, Hypertension",83060,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Colleen Williams,24,India,Life,Premium,5724211,Yes,3,"Asthma, Hypertension, Heart Condition",80138,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Eric Gonzalez,59,India,Life,Premium,5577593,No,0,None,64142,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Darlene Morales,51,India,Life,Premium,5486527,Yes,3,"Diabetes, Heart Condition, Hypertension",85041,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Ashley Franklin,18,India,Life,Premium,5248508,No,2,"Diabetes, Hypertension",70854,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Ronald Bennett,59,India,Life,Premium,5994236,No,4,"Heart Condition, Hypertension, Diabetes, Thyroid",89913,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Michael Gray,39,India,Life,Premium,5927445,No,3,"Thyroid, Heart Condition, Diabetes",80020,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Keith Brooks,33,India,Life,Premium,5541238,Yes,1,Heart Condition,74806,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Joshua Miller,54,India,Life,Premium,5000722,No,0,None,57508,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Christopher Taylor DDS,59,India,Life,Premium,5314878,Yes,3,"Thyroid, Diabetes, Asthma",82380,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Joel Long,26,India,Life,Premium,5932633,Yes,2,"Asthma, Thyroid",83056,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Wanda Marks,38,India,Life,Premium,5056300,Yes,0,None,53091,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
John Watson,35,India,Life,Premium,5950333,No,0,None,59503,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Juan Robinson,23,India,Life,Premium,5976020,No,0,None,59760,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
James Rogers,57,India,Life,Premium,5324619,No,0,None,61233,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Tracy Rodriguez,19,India,Life,Premium,5155747,Yes,0,None,54135,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Jennifer Strickland,40,India,Life,Premium,5016291,Yes,0,None,57687,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Veronica Lopez,32,India,Life,Premium,5248753,Yes,2,"Diabetes, Asthma",73482,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Melinda Lopez,59,India,Life,Premium,5015842,No,2,"Asthma, Diabetes",75237,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sean Baker,32,India,Life,Premium,5217031,Yes,1,Asthma,70429,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Caroline Fisher,55,India,Life,Premium,5822260,Yes,1,Thyroid,87333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Joe Tapia,21,India,Life,Premium,5289877,Yes,2,"Diabetes, Asthma",74058,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Martha Mcclure,36,India,Life,Premium,5536654,Yes,4,"Thyroid, Heart Condition, Diabetes, Hypertension",77513,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sarah Gilbert,57,India,Life,Premium,5052221,Yes,3,"Diabetes, Hypertension, Thyroid",78309,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Brittney Nelson,58,India,Life,Premium,5590902,Yes,0,None,67090,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Brittany Herrera,60,India,Life,Premium,5170590,Yes,0,None,62047,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Joel Dickson,40,India,Life,Premium,5276028,No,2,"Asthma, Hypertension",76502,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
April Burns,45,India,Life,Premium,5282379,No,4,"Hypertension, Thyroid, Heart Condition, Diabetes",76594,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Janice Carey,18,India,Life,Premium,5416853,No,1,Diabetes,70419,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mary Torres,59,India,Life,Premium,5212312,Yes,1,Hypertension,78184,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
John Hodge,53,India,Life,Premium,5073248,No,0,None,58342,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Jodi Beltran,59,India,Life,Premium,5362745,No,2,"Thyroid, Diabetes",80441,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Bryan Palmer,46,India,Life,Premium,5092842,No,1,Thyroid,71299,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Joshua Spencer,55,India,Life,Premium,5239542,No,1,Heart Condition,75973,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Rhonda Wyatt,42,India,Life,Premium,5768693,Yes,0,None,66339,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Hannah Cole,54,India,Life,Premium,5871153,Yes,3,"Asthma, Hypertension, Thyroid",91002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Melissa Reyes,21,India,Life,Premium,5004267,No,3,"Diabetes, Thyroid, Asthma",67557,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Jessica Sparks,44,India,Life,Premium,5490157,Yes,2,"Diabetes, Thyroid",82352,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Nicholas Brown,34,India,Life,Premium,5655583,Yes,0,None,59383,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
April Williams,32,India,Life,Premium,5358801,No,0,None,53588,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beverly Fuller,52,India,Life,Premium,5086316,No,2,"Thyroid, Diabetes",76294,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Brian Beard,36,India,Life,Premium,5027833,Yes,4,"Heart Condition, Asthma, Thyroid, Diabetes",70389,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Victoria Dunn,44,India,Life,Premium,5821564,Yes,3,"Thyroid, Asthma, Hypertension",87323,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Christopher Miller,56,India,Life,Premium,5791699,No,2,"Thyroid, Asthma",86875,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Katelyn Thompson,47,India,Life,Premium,5394234,No,3,"Hypertension, Asthma, Thyroid",78216,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Jordan Jacobson,51,India,Life,Premium,5997670,No,3,"Asthma, Thyroid, Hypertension",89965,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Randy King,20,India,Life,Premium,5991291,No,0,None,59912,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Kevin Wagner,40,India,Life,Premium,5486611,No,4,"Thyroid, Heart Condition, Hypertension, Diabetes",79555,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Rachel Reed,49,India,Life,Premium,5197265,Yes,1,Thyroid,75360,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Michael Yates,24,India,Life,Premium,5881777,No,1,Hypertension,76463,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Leah Pennington,21,India,Life,Premium,5408898,Yes,1,Asthma,73020,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Jamie Alvarez,25,India,Life,Premium,5914111,No,1,Asthma,76883,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Tina Hamilton,43,India,Life,Premium,5361424,No,3,"Hypertension, Heart Condition, Diabetes",77740,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Jacqueline Moore,40,India,Life,Premium,5599238,Yes,1,Diabetes,81188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Wendy Salazar,43,India,Life,Premium,5112404,No,2,"Thyroid, Heart Condition",74129,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Victoria Adkins,59,India,Life,Premium,5080778,Yes,1,Thyroid,76211,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Donald Norris,57,India,Life,Premium,5254527,Yes,2,"Diabetes, Heart Condition",81445,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Edgar Brown,20,India,Life,Premium,5888591,Yes,2,"Heart Condition, Asthma",82440,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Claire Jones,28,India,Life,Premium,5368236,No,4,"Asthma, Heart Condition, Thyroid, Hypertension",72471,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Allen Davies,41,India,Life,Premium,5339535,Yes,2,"Diabetes, Thyroid",80093,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Brendan Herman,39,India,Life,Premium,5818819,No,1,Thyroid,75644,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Patricia Drake,18,India,Life,Premium,5168786,Yes,0,None,54272,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
