name,age,country,policytype,policytier,sumassured,smokerdrinker,numdiseases,diseases,annualpremium,priceofvehicle,ageofvehicle,typeofvehicle,propertyvalue,propertyage,propertytype,propertysize,destinationcountry,tripdurationdays,existingmedicalcondition,healthcoverage,baggagecoverage,tripcancellationcoverage,accidentcoverage,trippremium
kevin davis,25,india,vehicle,gold,,nan,,nan,37038.0,3306971.0,15.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
joyce brown,47,india,vehicle,gold,,nan,,nan,27470.0,2452717.0,13.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
joshua rice,25,india,vehicle,gold,,nan,,nan,28598.0,2553425.0,12.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
courtney smith,51,india,vehicle,gold,,nan,,nan,33528.0,3352858.0,7.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
samuel turner,33,india,vehicle,gold,,nan,,nan,17955.0,1561379.0,4.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
chelsea gill,22,india,vehicle,gold,,nan,,nan,36749.0,3674949.0,6.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
chad jones,32,india,vehicle,gold,,nan,,nan,15293.0,949887.0,2.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
rhonda martin,41,india,vehicle,gold,,nan,,nan,21631.0,2163104.0,9.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
alfred galvan,68,india,vehicle,gold,,nan,,nan,16139.0,877134.0,1.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
jose allen,63,india,vehicle,gold,,nan,,nan,17042.0,1521683.0,13.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
james bradley,56,india,vehicle,gold,,nan,,nan,35259.0,3148192.0,14.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
phillip berry,54,india,vehicle,gold,,nan,,nan,28232.0,2520715.0,11.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
brandon fleming,46,india,vehicle,gold,,nan,,nan,36871.0,3292090.0,14.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
michelle ho,28,india,vehicle,gold,,nan,,nan,40644.0,3629003.0,11.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
hannah everett,28,india,vehicle,gold,,nan,,nan,16533.0,1653337.0,7.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
krista martinez,34,india,vehicle,gold,,nan,,nan,29636.0,2963622.0,8.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
carlos clarke,67,india,vehicle,gold,,nan,,nan,22211.0,2221162.0,10.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
charles lester,27,india,vehicle,gold,,nan,,nan,25658.0,2565827.0,8.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
scott thomas,69,india,vehicle,gold,,nan,,nan,16629.0,761064.0,0.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
michael evans,34,india,vehicle,gold,,nan,,nan,31090.0,3109034.0,10.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
christopher bass,52,india,vehicle,gold,,nan,,nan,24218.0,2421834.0,8.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
jessica smith,67,india,vehicle,gold,,nan,,nan,29722.0,2972247.0,8.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
sierra johnson,33,india,vehicle,gold,,nan,,nan,36549.0,3654969.0,5.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
dennis blanchard,50,india,vehicle,gold,,nan,,nan,35146.0,3514692.0,5.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
barbara hunt,31,india,vehicle,gold,,nan,,nan,24113.0,2411340.0,7.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
judy baker,22,india,vehicle,gold,,nan,,nan,26789.0,2678925.0,10.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
michael carr,57,india,vehicle,gold,,nan,,nan,32720.0,3272029.0,9.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
kim lopez,44,india,vehicle,gold,,nan,,nan,31083.0,2702910.0,4.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
william mason,67,india,vehicle,gold,,nan,,nan,30524.0,3052435.0,5.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
joshua clark,56,india,vehicle,gold,,nan,,nan,27717.0,1268516.0,0.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
monica cannon,44,india,vehicle,gold,,nan,,nan,34137.0,3413711.0,6.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
denise maxwell,47,india,vehicle,gold,,nan,,nan,23444.0,2093298.0,12.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
nicolas james,19,india,vehicle,gold,,nan,,nan,22028.0,2202874.0,6.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
eddie sanders,67,india,vehicle,gold,,nan,,nan,19617.0,1705901.0,4.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
ronald murray,28,india,vehicle,gold,,nan,,nan,19324.0,1050221.0,1.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
jason oliver,60,india,vehicle,gold,,nan,,nan,21999.0,2199912.0,9.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
samantha cohen,62,india,vehicle,gold,,nan,,nan,18278.0,1589447.0,4.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
tricia valencia,27,india,vehicle,gold,,nan,,nan,40568.0,3622221.0,13.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
robert garza,30,india,vehicle,gold,,nan,,nan,31584.0,3158488.0,10.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
kevin marquez,33,india,vehicle,gold,,nan,,nan,31022.0,2769867.0,15.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
julia torres,32,india,vehicle,gold,,nan,,nan,41720.0,3725012.0,14.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
rebecca nguyen,23,india,vehicle,premium,,nan,,nan,42859.0,3726887.0,4.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
kelly liu,62,india,vehicle,premium,,nan,,nan,45720.0,3313081.0,3.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
kyle sanchez,62,india,vehicle,premium,,nan,,nan,52755.0,2867139.0,1.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
richard hunt,20,india,vehicle,premium,,nan,,nan,71414.0,3881219.0,1.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
paul stephens,32,india,vehicle,premium,,nan,,nan,44778.0,3893743.0,4.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
justin page,34,india,vehicle,premium,,nan,,nan,50409.0,2739635.0,1.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
richard rodriguez,35,india,vehicle,premium,,nan,,nan,49714.0,3602488.0,3.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
marc moore,31,india,vehicle,premium,,nan,,nan,42743.0,3097321.0,3.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
cameron parker,62,india,vehicle,premium,,nan,,nan,47626.0,2588371.0,1.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
sean kane,67,india,vehicle,premium,,nan,,nan,40206.0,3496197.0,4.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
theresa williams,50,india,vehicle,premium,,nan,,nan,52990.0,2879945.0,1.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
amy martinez,67,india,vehicle,premium,,nan,,nan,38907.0,2114532.0,1.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
nicole johnson,41,india,vehicle,premium,,nan,,nan,48599.0,3018633.0,2.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
abigail baird,47,india,vehicle,premium,,nan,,nan,44426.0,3966656.0,12.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
jodi roach,25,india,vehicle,premium,,nan,,nan,62419.0,3877012.0,2.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
evelyn williams,70,india,vehicle,premium,,nan,,nan,42368.0,3782881.0,14.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
holly valentine,28,india,vehicle,premium,,nan,,nan,42098.0,3660724.0,4.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
maria fisher,44,india,vehicle,premium,,nan,,nan,40540.0,3525302.0,4.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
shelley miller,66,india,vehicle,premium,,nan,,nan,50772.0,3153560.0,2.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
jeffrey roberson,45,india,vehicle,premium,,nan,,nan,61464.0,3817656.0,2.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
brenda hinton,42,india,vehicle,premium,,nan,,nan,58210.0,3615589.0,2.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
anthony jones,32,india,vehicle,premium,,nan,,nan,44140.0,3941146.0,15.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
crystal mann,44,india,vehicle,premium,,nan,,nan,38338.0,3833888.0,7.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
kristin mendoza,48,india,vehicle,premium,,nan,,nan,39468.0,3946837.0,10.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
tamara riddle,70,india,vehicle,premium,,nan,,nan,67680.0,3678262.0,1.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
joyce bowen,42,india,vehicle,premium,,nan,,nan,43747.0,2377558.0,1.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
nancy jennings,70,india,vehicle,premium,,nan,,nan,50081.0,3110671.0,2.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
madison weber,56,india,vehicle,premium,,nan,,nan,56166.0,3488574.0,2.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
chad scott,20,india,vehicle,premium,,nan,,nan,36024.0,1957854.0,1.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
sergio knight,18,india,vehicle,premium,,nan,,nan,45407.0,3948468.0,4.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
bruce roman,38,india,vehicle,premium,,nan,,nan,64499.0,3505404.0,1.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
joe miranda,20,india,vehicle,premium,,nan,,nan,51360.0,2350573.0,0.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
richard adams,63,india,vehicle,premium,,nan,,nan,70844.0,3242302.0,0.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
amy miller,50,india,vehicle,premium,,nan,,nan,42426.0,3689249.0,4.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
tiffany townsend,25,india,vehicle,premium,,nan,,nan,38565.0,2395401.0,2.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
joseph smith,62,india,vehicle,premium,,nan,,nan,37088.0,2303620.0,2.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
benjamin reyes,18,india,vehicle,premium,,nan,,nan,37027.0,2299872.0,2.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
carol sanders,45,india,vehicle,premium,,nan,,nan,36663.0,3188163.0,4.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
william graham,30,india,vehicle,premium,,nan,,nan,37985.0,3798503.0,8.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
angela jackson,42,india,vehicle,premium,,nan,,nan,54259.0,3370167.0,2.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
jill anderson,26,india,vehicle,premium,,nan,,nan,42053.0,3754736.0,12.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
aimee gonzalez,29,india,vehicle,premium,,nan,,nan,67594.0,3673638.0,1.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
misty garcia,70,india,vehicle,premium,,nan,,nan,72981.0,3966410.0,1.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
michael white,34,india,vehicle,premium,,nan,,nan,57551.0,3574624.0,2.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
eugene baldwin,54,india,vehicle,premium,,nan,,nan,37890.0,2353435.0,2.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
kathryn dillon,63,india,vehicle,premium,,nan,,nan,57430.0,3567116.0,2.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
shaun meyer dds,29,india,vehicle,premium,,nan,,nan,43934.0,3820412.0,4.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
trevor johnson,46,india,vehicle,premium,,nan,,nan,43545.0,3888018.0,11.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
lauren carson,24,india,vehicle,premium,,nan,,nan,49763.0,2277517.0,0.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
sara fuller,61,india,vehicle,premium,,nan,,nan,40503.0,2935063.0,3.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
alexa buck,59,india,vehicle,premium,,nan,,nan,61646.0,2821372.0,0.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
hannah martin,40,india,vehicle,premium,,nan,,nan,38133.0,3813374.0,8.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
samuel suarez,29,india,vehicle,premium,,nan,,nan,39707.0,3970773.0,6.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
ashley parrish,29,india,vehicle,premium,,nan,,nan,46687.0,3383146.0,3.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
james rivers,25,india,vehicle,premium,,nan,,nan,59247.0,3219948.0,1.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
melissa davis,65,india,vehicle,premium,,nan,,nan,53628.0,3886125.0,3.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
jennifer yu,49,india,vehicle,premium,,nan,,nan,67211.0,3652809.0,1.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
grace chavez,67,india,vehicle,premium,,nan,,nan,62840.0,3903130.0,2.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
alison williams,70,india,vehicle,premium,,nan,,nan,39187.0,2839697.0,3.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
mr. larry shaw,28,india,vehicle,premium,,nan,,nan,42367.0,3782797.0,13.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
robert potter,20,india,vehicle,premium,,nan,,nan,36915.0,2292866.0,2.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
katie suarez,23,india,vehicle,premium,,nan,,nan,52841.0,3829111.0,3.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
matthew moon,23,india,vehicle,premium,,nan,,nan,68351.0,3128212.0,0.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
sara schwartz,20,india,vehicle,premium,,nan,,nan,43384.0,3143773.0,3.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
david walker,60,india,vehicle,premium,,nan,,nan,38566.0,3856693.0,5.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
dr. samuel holmes dds,47,india,vehicle,premium,,nan,,nan,39417.0,3941736.0,5.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
william wolfe,49,india,vehicle,premium,,nan,,nan,38625.0,3862599.0,10.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
william moon iv,54,india,vehicle,premium,,nan,,nan,51266.0,3714963.0,3.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
tina walter,33,india,vehicle,premium,,nan,,nan,39605.0,3960547.0,8.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
michael martin,41,india,vehicle,premium,,nan,,nan,66584.0,3047349.0,0.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
mary adkins,57,india,vehicle,premium,,nan,,nan,57537.0,3127063.0,1.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
henry taylor,67,india,vehicle,premium,,nan,,nan,75076.0,3435991.0,0.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
james barber,54,india,vehicle,premium,,nan,,nan,54413.0,3379734.0,2.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
stephen boyer,59,india,vehicle,premium,,nan,,nan,44733.0,3241583.0,3.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
eric huerta,57,india,vehicle,premium,,nan,,nan,70255.0,3215339.0,0.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
michael powell,47,india,vehicle,premium,,nan,,nan,63582.0,2909934.0,0.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
joshua perry,21,india,vehicle,premium,,nan,,nan,42486.0,3793398.0,13.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
kathy rivas,66,india,vehicle,premium,,nan,,nan,38226.0,3822640.0,8.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
angel perry,33,india,vehicle,premium,,nan,,nan,66679.0,3051706.0,0.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
glenn collins dds,38,india,vehicle,premium,,nan,,nan,54075.0,2938906.0,1.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
catherine roberts,29,india,vehicle,premium,,nan,,nan,38296.0,3829671.0,8.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
charles bush,32,india,vehicle,premium,,nan,,nan,39116.0,3911699.0,8.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
donald flores,70,india,vehicle,premium,,nan,,nan,52970.0,3290113.0,2.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
jordan henderson,21,india,vehicle,premium,,nan,,nan,41286.0,1889528.0,0.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
angelica tucker,21,india,vehicle,premium,,nan,,nan,64120.0,3982639.0,2.0,car,,,nan,,nan,,nan,nan,nan,nan,nan,
sarah martin,51,india,house,basic,4127584.0,nan,,nan,8296.0,,,nan,5466956.0,23.0,apartment,512.0,nan,,nan,nan,nan,nan,nan,
jeffrey chavez,40,india,house,basic,4737050.0,nan,,nan,9521.0,,,nan,5585264.0,21.0,apartment,552.0,nan,,nan,nan,nan,nan,nan,
rodney williams,49,india,house,basic,3787223.0,nan,,nan,7574.0,,,nan,5364647.0,1.0,apartment,716.0,nan,,nan,nan,nan,nan,nan,
jennifer nichols,33,india,house,basic,4214810.0,nan,,nan,8472.0,,,nan,5975850.0,19.0,apartment,758.0,nan,,nan,nan,nan,nan,nan,
felicia krueger,56,india,house,basic,5754511.0,nan,,nan,11509.0,,,nan,7285650.0,7.0,apartment,714.0,nan,,nan,nan,nan,nan,nan,
randy smith,36,india,house,basic,3943998.0,nan,,nan,7927.0,,,nan,5027257.0,22.0,apartment,581.0,nan,,nan,nan,nan,nan,nan,
andrew cruz,54,india,house,basic,4336985.0,nan,,nan,8717.0,,,nan,5652128.0,24.0,apartment,610.0,nan,,nan,nan,nan,nan,nan,
diana hernandez,30,india,house,basic,5733067.0,nan,,nan,11523.0,,,nan,6593530.0,11.0,apartment,549.0,nan,,nan,nan,nan,nan,nan,
nathan malone,57,india,house,basic,4838005.0,nan,,nan,9724.0,,,nan,6109480.0,23.0,apartment,522.0,nan,,nan,nan,nan,nan,nan,
kevin hernandez,65,india,house,basic,4997655.0,nan,,nan,10045.0,,,nan,6587688.0,17.0,apartment,540.0,nan,,nan,nan,nan,nan,nan,
bryan king,46,india,house,basic,5480077.0,nan,,nan,10960.0,,,nan,6516807.0,6.0,apartment,795.0,nan,,nan,nan,nan,nan,nan,
rachel jones,26,india,house,basic,5187945.0,nan,,nan,10376.0,,,nan,5955874.0,2.0,apartment,648.0,nan,,nan,nan,nan,nan,nan,
robert walker,33,india,house,basic,5454442.0,nan,,nan,10963.0,,,nan,6594364.0,14.0,apartment,642.0,nan,,nan,nan,nan,nan,nan,
lisa hensley,48,india,house,basic,4215647.0,nan,,nan,8473.0,,,nan,5682220.0,11.0,apartment,689.0,nan,,nan,nan,nan,nan,nan,
jamie arnold,39,india,house,basic,4482437.0,nan,,nan,9010.0,,,nan,5299483.0,17.0,apartment,587.0,nan,,nan,nan,nan,nan,nan,
gabrielle davis,59,india,house,basic,6230434.0,nan,,nan,12461.0,,,nan,6938859.0,8.0,apartment,694.0,nan,,nan,nan,nan,nan,nan,
abigail shaffer,38,india,house,basic,5611000.0,nan,,nan,11278.0,,,nan,7336016.0,21.0,apartment,612.0,nan,,nan,nan,nan,nan,nan,
connie lawrence,25,india,house,basic,4548552.0,nan,,nan,9143.0,,,nan,5960697.0,25.0,apartment,516.0,nan,,nan,nan,nan,nan,nan,
angie henderson,52,india,house,basic,4619357.0,nan,,nan,9285.0,,,nan,5277615.0,18.0,apartment,608.0,nan,,nan,nan,nan,nan,nan,
allison hill,65,india,house,basic,5166753.0,nan,,nan,10385.0,,,nan,5891820.0,12.0,apartment,755.0,nan,,nan,nan,nan,nan,nan,
vanessa hatfield,30,india,house,basic,5040571.0,nan,,nan,10081.0,,,nan,6924564.0,8.0,apartment,573.0,nan,,nan,nan,nan,nan,nan,
nicole phillips,62,india,house,basic,5931337.0,nan,,nan,11922.0,,,nan,7260634.0,23.0,apartment,634.0,nan,,nan,nan,nan,nan,nan,
elizabeth holmes,29,india,house,basic,6004116.0,nan,,nan,12008.0,,,nan,6675207.0,7.0,apartment,685.0,nan,,nan,nan,nan,nan,nan,
victor edwards,48,india,house,basic,6074795.0,nan,,nan,12150.0,,,nan,7137108.0,2.0,apartment,752.0,nan,,nan,nan,nan,nan,nan,
jessica bowen,64,india,house,basic,4716471.0,nan,,nan,9480.0,,,nan,5641062.0,25.0,apartment,581.0,nan,,nan,nan,nan,nan,nan,
brandi haney,67,india,house,basic,4314162.0,nan,,nan,8671.0,,,nan,5266454.0,12.0,apartment,697.0,nan,,nan,nan,nan,nan,nan,
zachary jones,30,india,house,basic,6296326.0,nan,,nan,12656.0,,,nan,7219266.0,17.0,apartment,628.0,nan,,nan,nan,nan,nan,nan,
danielle wilson,25,india,house,basic,4128790.0,nan,,nan,8299.0,,,nan,5480464.0,24.0,apartment,774.0,nan,,nan,nan,nan,nan,nan,
jennifer vasquez,42,india,house,basic,5057589.0,nan,,nan,10115.0,,,nan,6426799.0,9.0,apartment,557.0,nan,,nan,nan,nan,nan,nan,
julian williams,43,india,house,basic,4273564.0,nan,,nan,8590.0,,,nan,5013611.0,16.0,apartment,634.0,nan,,nan,nan,nan,nan,nan,
lisa guerra,66,india,house,basic,4365402.0,nan,,nan,8774.0,,,nan,5446319.0,20.0,apartment,652.0,nan,,nan,nan,nan,nan,nan,
mr. thomas garcia,33,india,house,basic,4130999.0,nan,,nan,8303.0,,,nan,5641054.0,24.0,apartment,691.0,nan,,nan,nan,nan,nan,nan,
kevin morrow,34,india,house,basic,3521165.0,nan,,nan,7078.0,,,nan,5002398.0,15.0,apartment,665.0,nan,,nan,nan,nan,nan,nan,
joseph mayer,32,india,house,basic,4705872.0,nan,,nan,9412.0,,,nan,6289807.0,1.0,apartment,622.0,nan,,nan,nan,nan,nan,nan,
thomas kelly,39,india,house,basic,4249330.0,nan,,nan,8541.0,,,nan,5330331.0,23.0,apartment,543.0,nan,,nan,nan,nan,nan,nan,
christopher nelson,68,india,house,basic,6018603.0,nan,,nan,12037.0,,,nan,7234331.0,4.0,apartment,564.0,nan,,nan,nan,nan,nan,nan,
anthony rodriguez,56,india,house,basic,4978095.0,nan,,nan,10006.0,,,nan,5692592.0,16.0,apartment,635.0,nan,,nan,nan,nan,nan,nan,
judy baker,46,india,house,basic,4981460.0,nan,,nan,10013.0,,,nan,5888346.0,24.0,apartment,776.0,nan,,nan,nan,nan,nan,nan,
ethan adams,68,india,house,basic,5235015.0,nan,,nan,10522.0,,,nan,6307432.0,21.0,apartment,704.0,nan,,nan,nan,nan,nan,nan,
patty perez,30,india,house,basic,5375149.0,nan,,nan,10750.0,,,nan,7170870.0,3.0,apartment,731.0,nan,,nan,nan,nan,nan,nan,
derek zuniga,29,india,house,basic,5203640.0,nan,,nan,10459.0,,,nan,6418033.0,18.0,apartment,510.0,nan,,nan,nan,nan,nan,nan,
michael webster,66,india,house,basic,4985162.0,nan,,nan,9970.0,,,nan,5923658.0,2.0,apartment,503.0,nan,,nan,nan,nan,nan,nan,
james randall,33,india,house,basic,5196904.0,nan,,nan,10394.0,,,nan,5960251.0,1.0,apartment,534.0,nan,,nan,nan,nan,nan,nan,
michael dennis,48,india,house,basic,5967080.0,nan,,nan,11934.0,,,nan,7156527.0,8.0,apartment,621.0,nan,,nan,nan,nan,nan,nan,
veronica berry,55,india,house,basic,6441885.0,nan,,nan,12948.0,,,nan,7261711.0,23.0,apartment,567.0,nan,,nan,nan,nan,nan,nan,
kara roberts,31,india,house,basic,6355638.0,nan,,nan,12711.0,,,nan,7416806.0,7.0,apartment,742.0,nan,,nan,nan,nan,nan,nan,
cody hart,48,india,house,basic,4823286.0,nan,,nan,9647.0,,,nan,5798637.0,3.0,apartment,548.0,nan,,nan,nan,nan,nan,nan,
eugene martinez,63,india,house,basic,5914410.0,nan,,nan,11888.0,,,nan,6776617.0,14.0,apartment,710.0,nan,,nan,nan,nan,nan,nan,
sara schwartz,40,india,house,basic,4577290.0,nan,,nan,9200.0,,,nan,5412794.0,12.0,apartment,531.0,nan,,nan,nan,nan,nan,nan,
gerald hensley,33,india,house,basic,4878207.0,nan,,nan,9756.0,,,nan,6042940.0,6.0,apartment,598.0,nan,,nan,nan,nan,nan,nan,
brent jordan,47,india,house,basic,5365001.0,nan,,nan,10730.0,,,nan,6769499.0,8.0,apartment,593.0,nan,,nan,nan,nan,nan,nan,
michael lewis,50,india,house,basic,4870431.0,nan,,nan,9741.0,,,nan,6858625.0,3.0,apartment,781.0,nan,,nan,nan,nan,nan,nan,
crystal robinson,40,india,house,basic,4402531.0,nan,,nan,8849.0,,,nan,5061898.0,24.0,apartment,547.0,nan,,nan,nan,nan,nan,nan,
danny morgan,57,india,house,basic,4979856.0,nan,,nan,10010.0,,,nan,6704624.0,15.0,apartment,748.0,nan,,nan,nan,nan,nan,nan,
tyler avila,42,india,house,basic,3674415.0,nan,,nan,7386.0,,,nan,5245934.0,12.0,apartment,584.0,nan,,nan,nan,nan,nan,nan,
steven taylor,42,india,house,basic,4795753.0,nan,,nan,9592.0,,,nan,6112342.0,9.0,apartment,732.0,nan,,nan,nan,nan,nan,nan,
willie lara,60,india,house,basic,5346712.0,nan,,nan,10693.0,,,nan,7041247.0,6.0,apartment,579.0,nan,,nan,nan,nan,nan,nan,
gregory madden,40,india,house,basic,6311861.0,nan,,nan,12624.0,,,nan,7429258.0,1.0,apartment,777.0,nan,,nan,nan,nan,nan,nan,
angela gilmore,58,india,house,basic,4171220.0,nan,,nan,8384.0,,,nan,5210312.0,15.0,apartment,799.0,nan,,nan,nan,nan,nan,nan,
david washington,64,india,house,basic,4052915.0,nan,,nan,8146.0,,,nan,5660320.0,16.0,apartment,529.0,nan,,nan,nan,nan,nan,nan,
carlos clarke,50,india,house,basic,4612536.0,nan,,nan,9271.0,,,nan,5287399.0,21.0,apartment,534.0,nan,,nan,nan,nan,nan,nan,
gregory wallace,68,india,house,basic,4489128.0,nan,,nan,8978.0,,,nan,5502840.0,7.0,apartment,791.0,nan,,nan,nan,nan,nan,nan,
shaun meyer dds,49,india,house,basic,4364517.0,nan,,nan,8773.0,,,nan,5343863.0,21.0,apartment,714.0,nan,,nan,nan,nan,nan,nan,
teresa jones,70,india,house,basic,5276330.0,nan,,nan,10553.0,,,nan,6326951.0,6.0,apartment,633.0,nan,,nan,nan,nan,nan,nan,
steve sanchez,41,india,house,basic,4357868.0,nan,,nan,8759.0,,,nan,6001121.0,12.0,apartment,635.0,nan,,nan,nan,nan,nan,nan,
megan young,26,india,house,basic,5543606.0,nan,,nan,11087.0,,,nan,6258278.0,10.0,apartment,734.0,nan,,nan,nan,nan,nan,nan,
